212.3	34.9306	74.1
212.369	34.9	74.1
212.4	34.8893	74.1
212.5	34.8824	74.1
212.6	34.8613	74.1
212.7	34.8651	74.1
212.8	34.8558	74.1
212.9	34.8521	74.1
213	34.8525	74.1
213.1	34.851	74.1
213.2	34.8636	74.1
213.3	34.867	74.1
213.4	34.867	74.1
213.5	34.8884	74.1
213.542	34.9	74.1
213.6	34.9149	74.1
213.7	34.923	74.1
213.8	34.9481	74.1
213.9	34.954	74.1
214	34.9828	74.1
214.035	35	74.1
214.1	35.0271	74.1
214.2	35.0472	74.1
214.3	35.073	74.1
214.36	35.1	74.1
214.4	35.1131	74.1
214.5	35.1305	74.1
214.6	35.1483	74.1
214.7	35.173	74.1
214.744	35.2	74.1
214.8	35.2228	74.1
214.9	35.248	74.1
215	35.2704	74.1
215.1	35.2729	74.1
215.157	35.3	74.1
215.2	35.3144	74.1
215.3	35.3226	74.1
215.4	35.3235	74.1
215.5	35.3372	74.1
215.6	35.3452	74.1
215.7	35.3454	74.1
215.8	35.3472	74.1
215.9	35.3168	74.1
216	35.3108	74.1
216.022	35.3	74.1
216.1	35.2487	74.1
216.2	35.2473	74.1
216.3	35.2342	74.1
216.4	35.2113	74.1
216.423	35.2	74.1
216.5	35.1507	74.1
216.6	35.1155	74.1
216.624	35.1	74.1
216.7	35.0495	74.1
216.8	35.0093	74.1
216.809	35	74.1
216.851	34.9	74.1
216.9	34.849	74.1
216.949	34.8	74.1
217	34.7508	74.1
217.072	34.7	74.1
217.1	34.6722	74.1
217.152	34.6	74.1
217.2	34.55	74.1
217.247	34.5	74.1
217.285	34.4	74.1
217.3	34.3757	74.1
217.347	34.3	74.1
217.376	34.2	74.1
217.4	34.1758	74.1
217.476	34.1	74.1
217.5	34.0839	74.1
217.6	34.0485	74.1
217.7	34.0132	74.1
217.734	34	74.1
217.8	33.976	74.1
217.884	33.9	74.1
217.9	33.8838	74.1
218	33.8381	74.1
218.1	33.8139	74.1
218.147	33.8	74.1
218.2	33.784	74.1
218.3	33.7815	74.1
218.4	33.7627	74.1
218.5	33.761	74.1
218.6	33.7497	74.1
218.7	33.7497	74.1
218.8	33.7477	74.1
218.9	33.7477	74.1
219	33.7232	74.1
219.1	33.7141	74.1
219.2	33.7144	74.1
219.3	33.7402	74.1
219.4	33.7466	74.1
219.5	33.7569	74.1
219.6	33.752	74.1
219.7	33.7229	74.1
219.748	33.7	74.1
219.8	33.6748	74.1
219.9	33.6194	74.1
219.935	33.6	74.1
220	33.5421	74.1
220.042	33.5	74.1
220.1	33.4411	74.1
220.142	33.4	74.1
220.2	33.3443	74.1
220.247	33.3	74.1
220.3	33.2731	74.1
220.392	33.2	74.1
220.4	33.1919	74.1
220.473	33.1	74.1
220.5	33.0593	74.1
220.586	33	74.1
220.6	32.979	74.1
220.648	32.9	74.1
220.7	32.8459	74.1
220.744	32.8	74.1
220.8	32.7381	74.1
220.838	32.7	74.1
220.9	32.6449	74.1
220.945	32.6	74.1
221	32.52	74.1
221.019	32.5	74.1
221.052	32.4	74.1
221.1	32.3761	74.1
221.2	32.3452	74.1
221.248	32.3	74.1
221.3	32.2745	74.1
221.4	32.2463	74.1
221.5	32.2424	74.1
221.548	32.2	74.1
221.6	32.152	74.1
221.7	32.1464	74.1
221.8	32.1424	74.1
221.9	32.1385	74.1
221.944	32.1	74.1
222	32.0494	74.1
222.1	32.0464	74.1
222.2	32.0414	74.1
222.244	32	74.1
222.3	31.9501	74.1
222.4	31.9457	74.1
222.5	31.9413	74.1
222.544	31.9	74.1
222.6	31.8487	74.1
222.7	31.8447	74.1
222.8	31.8395	74.1
222.847	31.8	74.1
222.9	31.7762	74.1
223	31.746	74.1
223.1	31.7428	74.1
223.146	31.7	74.1
223.2	31.673	74.1
223.3	31.6431	74.1
223.4	31.6214	74.1
223.444	31.6	74.1
223.5	31.5753	74.1
223.6	31.5756	74.1
223.7	31.5484	74.1
223.8	31.545	74.1
223.9	31.5482	74.1
224	31.5724	74.1
224.1	31.5823	74.1
224.2	31.5829	74.1
224.255	31.6	74.1
224.3	31.6219	74.1
224.4	31.6425	74.1
224.5	31.671	74.1
224.6	31.6718	74.1
224.7	31.6734	74.1
224.8	31.6734	74.1
224.9	31.6734	74.1
225	31.6848	74.1
225	31.6848	74.1
